0	113.9213	
1	114.1620	
2	114.0648	
3	114.6667	
4	114.4861	
5	114.5231	
6	114.2546	
7	114.2639	
8	114.2546	
9	114.3750	
10	114.4676	
11	115.0000	
12	114.7778	
13	114.8194	
14	114.5926	
15	114.8426	
16	114.4769	
17	114.6667	
18	114.5231	
19	114.4907	
20	114.4861	
21	114.5139	
22	114.2130	
23	114.7361	
24	114.7454	
25	115.0741	
26	114.9769	
27	114.8287	
28	114.8241	
29	114.7269	
30	114.3704	
31	114.5509	
32	114.5231	
33	114.6944	
34	114.5741	
35	114.4815	
36	114.4444	
37	114.6250	
38	114.6852	
39	114.9583	
40	115.0185	
41	114.8796	
42	114.7824	
43	114.4259	
44	114.6806	
45	114.5972	
46	114.5648	
47	114.6481	
48	114.3148	
49	114.5556	
50	114.5880	
51	114.8565	
52	114.9352	
53	115.1296	
54	114.9306	
55	115.5139	
56	114.9120	
57	114.8241	
58	114.6620	
59	114.8565	
60	114.8472	
61	115.0046	
62	114.8935	
63	115.0046	
64	115.0417	
65	115.2963	
66	115.1713	
67	114.9583	
68	114.9954	
69	114.8009	
70	114.7361	
71	115.2917	
72	114.9769	
73	115.1111	
74	114.9537	
75	115.2083	
76	115.1806	
77	115.4259	
78	115.0185	
79	115.2037	
80	115.1204	
81	115.1065	
82	115.0046	
83	114.9769	
84	114.9259	
85	114.8935	
86	114.7176	
87	114.9769	
88	114.8519	
89	114.8472	
90	114.9028	
91	115.0556	
92	114.9259	
93	114.9861	
94	115.0648	
95	115.3519	
96	115.1713	
97	115.2963	
98	115.1806	
99	115.4676	
100	115.0509	
101	115.0000	
102	114.9444	
103	115.2546	
104	115.3194	
105	115.2037	
106	115.3287	
107	115.7222	
108	115.7593	
109	115.7546	
110	115.7824	
111	115.6759	
112	115.2593	
113	115.2407	
114	115.5324	
115	115.9398	
116	115.7731	
117	115.6111	
118	115.5185	
119	115.5833	
120	115.2315	
121	115.1157	
122	115.3796	
123	115.6852	
124	115.8704	
125	115.7454	
126	115.7454	
127	115.7824	
128	115.7037	
129	115.5093	
130	115.6019	
131	115.9444	
132	115.7546	
133	115.7870	
134	115.8657	
135	115.9352	
136	115.7130	
137	115.8148	
138	115.6481	
139	115.8704	
140	115.8750	
141	116.1481	
142	116.0417	
143	116.0509	
144	115.5694	
145	115.7824	
146	115.6944	
147	115.8009	
148	115.9676	
149	115.8796	
150	115.8241	
151	116.2222	
152	116.1435	
153	116.2269	
154	116.4120	
155	116.3704	
156	116.3519	
157	116.2454	
158	116.2731	
159	116.2963	
160	115.7546	
161	115.8287	
162	115.9306	
163	116.1528	
164	115.9630	
165	116.0741	
166	115.8704	
167	116.3194	
168	115.7037	
169	115.5324	
170	115.7824	
171	116.2037	
172	116.1019	
173	116.3194	
174	116.0370	
175	116.4306	
176	116.0000	
177	116.0093	
178	116.0972	
179	116.3981	
180	116.4352	
181	116.5046	
182	116.1991	
183	116.4537	
184	116.2407	
185	116.2824	
186	116.2870	
187	116.4491	
188	116.3056	
189	116.4352	
190	116.3704	
191	116.3657	
192	116.3426	
193	116.2130	
194	116.0463	
195	116.2546	
196	116.2454	
197	116.0185	
198	116.0556	
199	116.2824	
200	116.1620	
201	116.1991	
202	116.2222	
203	116.0833	
204	116.2222	
205	116.0139	
206	115.8333	
207	116.1898	
208	116.1343	
209	116.2824	
210	116.1898	
211	116.1620	
212	116.2500	
213	116.1296	
214	116.0509	
215	116.0741	
216	115.8472	
217	115.9676	
218	115.8935	
219	116.1389	
220	116.3565	
221	116.5833	
222	116.5278	
223	116.5463	
224	116.4769	
225	116.3657	
226	116.3241	
227	116.7546	
228	116.7130	
229	116.6389	
230	116.3472	
231	116.1481	
232	116.0139	
233	115.8380	
234	115.8843	
235	116.0185	
236	116.0046	
237	116.1620	
238	116.1852	
239	116.3843	
240	116.3796	
241	116.3796	
242	116.6019	
243	116.7731	
244	116.6806	
245	116.6806	
246	116.5648	
247	116.7407	
248	116.3750	
249	116.3056	
250	116.2870	
251	116.2639	
252	116.1713	
253	116.0509	
254	116.0556	
255	116.2639	
256	116.0602	
257	116.1111	
258	116.3565	
259	116.7778	
260	116.6528	
261	116.3935	
262	116.2639	
263	116.4954	
264	116.3241	
265	116.3056	
266	115.8056	
267	116.2083	
268	116.2963	
269	116.6111	
270	116.2361	
271	116.3750	
272	116.1250	
273	116.1435	
274	115.9213	
275	116.3657	
276	116.2083	
277	116.4444	
278	116.1898	
279	116.5463	
280	116.1204	
281	116.1435	
282	116.4028	
283	116.4398	
284	116.5463	
285	116.6157	
286	116.3935	
287	116.5926	
288	116.5324	
289	116.7870	
290	116.5741	
291	116.9630	
292	116.8981	
293	117.1157	
