0	117.5000	
1	117.4771	
2	117.6536	
3	117.6438	
4	117.3595	
5	117.4248	
6	117.5850	
7	117.7451	
8	117.6961	
9	117.6732	
10	117.2745	
11	117.3562	
12	117.6078	
13	117.5621	
14	117.6340	
15	117.9641	
16	117.7157	
17	117.8464	
18	117.9150	
19	118.0000	
20	118.0425	
21	118.0850	
22	117.9477	
23	118.1634	
24	117.8889	
25	118.1176	
26	117.8464	
27	117.9641	
28	117.9183	
29	118.1242	
30	118.0098	
31	118.1634	
32	118.2222	
33	118.2843	
34	118.1961	
35	118.3824	
36	118.3039	
37	118.1667	
38	118.2418	
39	118.3595	
40	118.1209	
41	118.1667	
42	117.9412	
43	118.0752	
44	118.4183	
45	118.3431	
46	118.2320	
47	118.4902	
48	118.2255	
49	118.2680	
50	118.2418	
51	118.3203	
52	118.3562	
53	118.2484	
54	118.1830	
55	118.3791	
56	118.5425	
57	118.4150	
58	118.3235	
59	118.4706	
60	118.5882	
61	118.3529	
62	118.3627	
63	118.6928	
64	118.5882	
65	118.4608	
66	118.5621	
67	118.5196	
68	118.4379	
69	118.3235	
70	118.2941	
71	118.4281	
72	118.4641	
73	118.5163	
74	118.4281	
75	118.5948	
76	118.6503	
77	118.8039	
78	118.7974	
79	118.9346	
80	118.7386	
81	118.7876	
82	118.7320	
83	118.8987	
84	118.8758	
85	118.8758	
86	118.5719	
87	118.8497	
88	118.6765	
89	118.7484	
90	118.5850	
91	118.7157	
92	118.6895	
93	118.8007	
94	118.6078	
95	118.9248	
96	118.5752	
97	118.6765	
98	118.7092	
99	118.7745	
100	118.8170	
101	118.8824	
102	118.6274	
103	119.0163	
104	118.9935	
105	119.0556	
106	118.9379	
107	119.1144	
108	119.1863	
109	119.3922	
110	119.3333	
111	119.3758	
112	119.0980	
113	119.1503	
114	119.1569	
115	119.1634	
116	119.2320	
117	119.1438	
118	119.0719	
119	119.3497	
120	119.1993	
121	119.2582	
122	119.1797	
123	119.2680	
124	119.3660	
125	119.4248	
126	119.2941	
127	119.3464	
128	119.2222	
129	119.1013	
