350	-1.27
351	-1.42
352	-1.19
353	-1.31
354	-0.88
355	1.14
356	0.89
357	0.77
358	0.65
359	0.95
360	0.54
361	0.51
362	0.9
363	0.71
364	0.71
365	0.61
366	-1.49
367	-1.35
368	-1.05
369	-0.96
370	-0.45
371	0.1
372	0.37
373	0.54
374	0.73
375	1.73
376	1.84
377	2.39
378	3.05
379	3.59
380	3.8
381	3.93
382	3.86
383	4.32
384	4.36
385	4.89
386	5.09
387	5.48
388	5.81
389	7.07
390	7.75
391	8.8
392	9.41
393	10.34
394	10.83
395	11.67
396	12.57
397	13.31
398	14.19
399	15.12
400	15.35
401	15.96
402	16.61
403	17.85
404	18.84
405	19.81
406	21.1
407	21.45
408	21.91
409	22.64
410	23.61
411	24.52
412	25.65
413	26.71
414	27.19
415	28.1
416	29.64
417	30.6
418	32.21
419	34.15
420	35.97
421	37.79
422	39.46
423	41.49
424	43.44
425	45.34
426	47.23
427	48.66
428	50.94
429	53.4
430	54.83
431	57.09
432	59.08
433	61.12
434	63.49
435	66.46
436	68.76
437	71.32
438	74.45
439	76.93
440	79.51
441	82.71
442	85.23
443	88.42
444	90.92
445	93.49
446	95.58
447	99.24
448	102.1
449	104.41
450	107.64
451	111.03
452	113.86
453	117.74
454	120.84
455	125.3
456	129.28
457	133.43
458	138.05
459	142.53
460	147.68
461	152.35
462	157.93
463	164.49
464	169.77
465	176.09
466	182.1
467	190.01
468	197.72
469	205.87
470	216.28
471	225.91
472	237.02
473	247.79
474	258.99
475	271.39
476	284.77
477	299.78
478	313.33
479	328.47
480	342.63
481	356.67
482	373.33
483	390.34
484	406.76
485	423.77
486	441.83
487	457.81
488	474.58
489	490.89
490	507.19
491	523.62
492	541.34
493	556.99
494	570.83
495	585.67
496	600.46
497	614.6
498	629.16
499	642.07
500	654.93
501	668.41
502	680.26
503	691.73
504	703.84
505	714.87
506	726.65
507	737.95
508	748.08
509	758.88
510	769
511	780.88
512	792.45
513	804.9
514	815.75
515	826.5
516	839.76
517	850.4
518	861.36
519	872.39
520	885.22
521	896.3
522	906.7
523	916.29
524	926.94
525	936.04
526	947.53
527	957.73
528	969.53
529	979.05
530	988.84
531	996.16
532	1006.85
533	1015.23
534	1024.4
535	1033.86
536	1043.8
537	1051.32
538	1058.18
539	1065.77
540	1077.08
541	1086.41
542	1097.11
543	1106.46
544	1118.46
545	1129.31
546	1139.29
547	1150.23
548	1162.51
549	1175.65
550	1186.84
551	1195.47
552	1208.5
553	1219.81
554	1229.04
555	1239.84
556	1249.03
557	1258.66
558	1269.2
559	1276.38
560	1283.69
561	1293.39
562	1303.11
563	1309.79
564	1316.58
565	1325.97
566	1333.85
567	1343.14
568	1351.32
569	1359.61
570	1370.31
571	1380.5
572	1388.36
573	1396.61
574	1404.65
575	1414.98
576	1423.7
577	1429.44
578	1436.6
579	1443.86
580	1449.5
581	1455.23
582	1460.34
583	1465.75
584	1471.32
585	1477.12
586	1481.48
587	1487.72
588	1495.18
589	1502.54
590	1508.58
591	1517.29
592	1524.17
593	1532.62
594	1541.9
595	1550.07
596	1560.2
597	1569.07
598	1577.67
599	1587.1
