350	-2.81
351	-2.6
352	-2.88
353	-2.54
354	-2.29
355	-0.36
356	-0.11
357	0.11
358	0.66
359	0.96
360	0.89
361	1.42
362	1.65
363	2.22
364	2.13
365	2.34
366	0.66
367	1.12
368	1.22
369	1.29
370	1.72
371	2.23
372	2.31
373	2.12
374	2.49
375	3.13
376	3.43
377	4.25
378	4.52
379	5.42
380	6.18
381	6.84
382	7.45
383	8.03
384	9.31
385	10.03
386	10.85
387	12.11
388	13.38
389	15.3
390	16.32
391	17.45
392	18.96
393	20.06
394	21.98
395	23.54
396	25.23
397	27.33
398	28.88
399	30.48
400	31.79
401	33.68
402	35.76
403	37.39
404	40.1
405	41.89
406	44.53
407	46.73
408	48.81
409	51.62
410	54.86
411	57.16
412	60.32
413	63.48
414	66.88
415	70.17
416	73.91
417	77.64
418	81.71
419	85.51
420	89.69
421	93
422	97.21
423	101.3
424	105.29
425	110.06
426	114.41
427	119.37
428	124.19
429	128.21
430	132.82
431	138.02
432	143.22
433	148.86
434	155.13
435	161.94
436	166.98
437	172.46
438	177.65
439	182.83
440	189.88
441	196.66
442	202.25
443	208.82
444	214.41
445	220.1
446	224.76
447	231.19
448	238.44
449	244.11
450	250.02
451	256.22
452	263.37
453	269.86
454	276.65
455	284.89
456	292.7
457	301.21
458	311.1
459	319.44
460	330.46
461	341.94
462	352.51
463	364.23
464	376.75
465	389.84
466	402.77
467	417
468	432.2
469	447.58
470	465.36
471	484.58
472	505.68
473	528.09
474	553.09
475	579.01
476	605.44
477	635.31
478	666.07
479	697.02
480	729.21
481	761.69
482	795.64
483	828.73
484	864.71
485	897.25
486	931.88
487	966.55
488	1000.17
489	1032.93
490	1065.65
491	1097.54
492	1128.85
493	1159.42
494	1189.2
495	1216.24
496	1242.72
497	1267.87
498	1295.1
499	1318.38
500	1342.8
501	1367.33
502	1391.67
503	1414.46
504	1435.48
505	1458.65
506	1480.01
507	1503.92
508	1527.78
509	1548.16
510	1569.87
511	1590.29
512	1612.23
513	1630.86
514	1653.44
515	1674.62
516	1692.93
517	1712.09
518	1731.11
519	1749.85
520	1769.29
521	1787.76
522	1807.84
523	1826.62
524	1845.51
525	1863.79
526	1880.62
527	1897.2
528	1917.06
529	1933.3
530	1950.21
531	1966.31
532	1985.87
533	2001.9
534	2020.1
535	2036.93
536	2054.05
537	2072.23
538	2091.1
539	2108.51
540	2126.52
541	2144.47
542	2161.77
543	2176.67
544	2194.79
545	2209.43
546	2227.62
547	2243.15
548	2260.7
549	2280.15
550	2296.3
551	2312.56
552	2327.37
553	2345.96
554	2363.98
555	2375.37
556	2392.02
557	2408.96
558	2423.99
559	2438.03
560	2451.21
561	2467.59
562	2481.71
563	2498.25
564	2509.24
565	2522.34
566	2539.08
567	2552.49
568	2563.44
569	2578.25
570	2592.55
571	2605.91
572	2614.79
573	2626.25
574	2634.62
575	2645.36
576	2657.47
577	2666.76
578	2676.49
579	2685.98
580	2690.13
581	2697.55
582	2702.56
583	2710.25
584	2717.11
585	2723.17
586	2727.78
587	2734.24
588	2740.4
589	2746.34
590	2753.85
591	2765.01
592	2772.78
593	2782.71
594	2790.6
595	2799.79
596	2812.23
597	2824.5
598	2831.64
599	2845.47
600	2855.24
601	2864.2
602	2872.7
603	2883.39
604	2892.01
605	2904.19
606	2913.09
607	2920.74
608	2929.36
609	2936.46
610	2941.66
611	2951.49
612	2958.22
613	2964.04
614	2969.38
615	2974.96
616	2975.25
617	2980.91
618	2985.78
619	2990.78
620	2996.13
621	2999.71
622	2996.31
623	2998.86
624	3001.49
625	3001.15
626	2999.62
627	3003.15
628	3000.18
629	2999.3
630	2995.38
631	2991.46
632	2989.17
633	2990.03
634	2987.23
635	2983.54
636	2979.44
637	2975.42
638	2969.52
639	2967.94
640	2963.09
641	2960.37
642	2957.62
643	2951.42
644	2944.4
645	2939.31
646	2932.53
647	2927.99
648	2926.98
649	2924.36
650	2917.7
651	2912.35
652	2905.57
653	2900.74
654	2895.3
655	2892.12
656	2890.9
657	2891.97
658	2888.03
659	2880.94
