350	-1.73
351	-2.58
352	-2.92
353	-2.57
354	-2.14
355	0.02
356	0.2
357	0.27
358	0.03
359	0.37
360	0.43
361	0.6
362	1.64
363	1.84
364	1.68
365	1.47
366	-0.91
367	-1.08
368	-0.79
369	-0.55
370	-0.54
371	-0.58
372	-0.4
373	-0.74
374	-0.2
375	-0.2
376	0.47
377	0.81
378	1.27
379	0.84
380	0.64
381	0.81
382	1
383	0.92
384	0.84
385	0.93
386	0.92
387	0.49
388	0.7
389	0.76
390	1.28
391	1.23
392	1
393	1.02
394	1.04
395	1.19
396	0.92
397	1.43
398	1.26
399	1.34
400	1.04
401	0.96
402	1.06
403	1.4
404	1.34
405	1.32
406	1.31
407	1.38
408	1.21
409	1.21
410	1.04
411	1.27
412	1.29
413	1.56
414	1.46
415	1.35
416	1.24
417	1.47
418	1.64
419	1.54
420	1.85
421	2.19
422	2.17
423	2.22
424	2.36
425	2.34
426	2.65
427	2.68
428	2.65
429	2.51
430	3.02
431	2.67
432	2.2
433	2.07
434	1.89
435	2.04
436	2.18
437	2.05
438	2.22
439	2.3
440	2.14
441	1.97
442	2.02
443	2.41
444	2.78
445	2.98
446	2.05
447	2.33
448	2.33
449	2.15
450	1.88
451	1.93
452	1.61
453	1.58
454	1.65
455	1.23
456	1.2
457	1.67
458	1.29
459	1.01
460	1.2
461	1.12
462	1.35
463	1.41
464	1.56
465	1.3
466	1.62
467	1.34
468	1.49
469	1.65
470	1.92
471	2.09
472	1.86
473	1.69
474	1.9
475	1.79
476	1.72
477	1.66
478	1.4
479	1.06
480	0.89
481	0.83
482	0.74
483	1.11
484	1.19
485	0.74
486	0.62
487	0.44
488	0.54
489	0.86
490	0.95
491	0.97
492	0.75
493	0.32
494	0.43
495	-0.01
496	-0.1
497	0.36
498	0.59
499	0.57
500	0.54
501	0.49
502	0.32
503	0.63
504	1.17
505	0.94
506	1.06
507	1.24
508	1.05
509	1.29
510	0.99
511	1.09
512	1.16
513	1.62
514	1.37
515	0.93
516	0.96
517	1.29
518	1.38
519	0.98
520	0.71
521	1.03
522	1.11
523	1.22
524	1.23
525	1.16
526	1.34
527	1.4
528	1.32
529	1.7
530	1.65
531	1.86
532	1.98
533	1.88
534	1.84
535	1.24
536	1.49
537	1.4
538	1.67
539	1.8
540	1.49
541	1.69
542	1.44
543	0.96
544	0.71
545	0.88
546	1.12
547	0.9
548	0.86
549	0.66
550	0.74
551	0.71
552	0.71
553	0.72
554	1.09
555	1.08
556	0.82
557	0.7
558	0.58
559	0.35
560	0.38
561	-0.28
562	-0.42
563	-0.49
564	-0.66
565	-1.14
566	-0.95
567	-0.88
568	-0.87
569	-0.63
570	-0.12
571	-0.21
572	0.32
573	0.35
574	0.81
575	1.07
576	1.6
577	1.38
578	1.42
579	1.58
580	1.98
581	1.96
582	1.7
583	1.29
584	1.09
585	0.56
586	0.71
587	0.98
588	1.04
589	0.86
590	0.78
591	0.41
592	0.25
593	0.41
594	0.64
595	0.9
596	1.19
597	0.92
598	-0.04
599	-0.1
600	-0.41
601	-0.45
602	-0.71
603	-0.67
604	-0.91
605	-1.06
606	-1.08
607	-1.09
608	-0.85
609	-0.41
610	-0.7
611	-0.13
612	-0.03
613	0.01
614	-0.33
615	0.16
616	0.08
617	0.13
618	0.37
619	0.01
620	-0.2
621	0.12
622	-0.03
623	-0.06
624	0.03
625	0.25
626	0.47
627	0.77
628	0.86
629	0.62
630	0.81
631	0.82
632	0.73
633	0.6
634	0.16
635	0.28
636	0.32
637	-0.23
638	-0.73
639	-0.9
640	-0.79
641	-0.85
642	-0.75
643	-0.67
644	-0.36
645	0.03
646	-0.32
647	-0.52
648	-0.88
649	-0.36
650	-0.54
651	-0.64
652	-0.63
653	-0.33
654	-0.08
655	-0.17
656	0.11
657	0.34
658	0.77
659	1.24
660	1.15
661	1.11
662	1.02
663	0.93
664	0.94
665	0.84
666	0.83
667	0.81
668	1.13
669	0.67
670	0.65
671	0.77
672	0.63
673	0.5
674	0.67
675	0.48
676	0.44
677	0.26
678	0.29
679	-0.14
680	-0.11
681	0.1
682	-0.19
683	0.48
684	0.25
685	0.28
686	0.27
687	0.25
688	0.25
689	-0.08
690	0.3
691	0.66
692	0.54
693	0.52
694	0.2
695	0.59
696	0.32
697	0.05
698	-0.16
699	-0.27
700	-0.36
701	-0.36
702	-0.53
703	-0.77
704	-0.81
705	-1.15
706	-1.17
707	-0.97
708	-0.38
709	-0.09
710	-0.02
711	-0.04
712	-0.65
713	-0.66
714	-0.8
715	-0.51
716	-0.26
717	-0.38
718	-0.13
719	-0.75
720	-0.56
721	-0.6
722	-0.65
723	-0.82
724	-1.01
725	-0.56
726	-0.93
727	-1.11
728	-0.93
729	-1.29
730	-1.01
731	-1.65
732	-1.38
733	-0.92
734	-0.55
735	-0.01
736	-0
737	0.1
738	0.64
739	0.51
740	0.63
741	0.61
742	1.04
743	0.81
744	0.62
745	0.91
746	0.69
747	0.42
748	0.48
749	0.14
750	0.24
751	0.27
752	-0.83
753	-0.86
754	-0.87
755	-0.89
756	-0.8
757	-0.84
758	-0.61
759	-0.57
760	-0.62
761	-0.47
762	-0.55
763	0.15
764	0.19
765	0.08
766	-0.16
767	-0.54
768	-0.53
769	-0.79
770	-0.83
771	-0.6
772	-0.96
773	-1.2
774	-0.78
775	-0.83
776	-0.67
777	-0.9
778	-0.87
779	-1.29
780	-1.5
781	-1.05
782	-1.16
783	-1.01
784	-1.29
785	-1.29
786	-1.81
787	-1.45
788	-1.07
789	-0.94
790	-0.8
791	-0.65
792	-0.76
793	-0.53
794	-0.53
795	-0.36
796	-0.83
797	-0.45
798	-0.82
799	-0.81
800	-0.63
801	-0.67
802	-0.75
803	-1.1
804	-1.24
805	-1.24
806	-1.09
807	-0.56
808	-0.5
809	-0.22
810	-0.15
811	-0.6
812	-0.43
813	-0.08
814	-0.23
815	-0.13
816	0.23
817	0.45
818	-0.01
819	0.02
820	-0.17
821	-0.45
822	-0.42
823	-0.64
824	-0.72
825	-0.46
826	-0.65
827	-0.95
828	-1.36
829	-1.13
830	-1.02
831	-0.81
832	-0.7
833	-0.44
834	-0.1
835	0.18
836	0.12
837	0.23
838	0.16
839	0.44
840	0.36
841	0.4
842	-0.13
843	-0.2
844	-0.09
845	-0.41
846	-0.51
847	-0.48
848	-0.59
849	-0.67
850	-0.52
851	-0.44
852	-0.6
853	-0.48
854	-0.23
855	-0.8
856	-0.74
857	-0.95
858	-0.83
859	-0.98
860	-0.92
861	-0.94
862	-0.95
863	-0.92
864	-0.23
865	-0.68
866	-0.67
867	-0.62
868	-0.98
869	-1.42
870	-1.33
871	-1.48
872	-1.35
873	-1.38
874	-1.5
875	-2.15
876	-2.04
877	-1.63
878	-1.66
879	-1.47
880	-0.84
881	-1.14
882	-1.21
883	-1.63
884	-1.58
885	-1.42
886	-1.26
887	-0.95
888	-0.64
889	-0.47
890	-0.02
891	-0.55
892	-0.24
893	-0.24
894	0.23
895	-0.04
896	-0.33
897	-0.4
898	-0.37
899	-0.66
900	-0.65
901	-1.05
902	-0.76
903	-0.26
904	-0.1
905	-0.6
906	-0.47
907	-0.34
908	-0.84
909	-0.62
910	-0.57
911	-0.58
912	-0.4
913	-0.57
914	-1
915	-1.11
916	-1.06
917	-0.75
918	-0.5
919	-0
